Company name,Segment,Type,Website,Growth stage,Launch year,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Total funding (AUD),Status,Sponsor visa available,Hires international students
HungryHungry,startup,commission,https://hungryhungry.com/,early stage,2019,11-50,food,Melbourne,"Market Street, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","HungryHungry are the industry leaders in contactless ordering. Offering customisable digital solutions for hospo venues including online ordering, options for in-venue and out-of-venue, and a full suite of smart marketing tools",https://www.linkedin.com/company/hungryhungry/,https://ecosystem.innovationvictoria.com/companies/hungryhungry,1,2000001,operational,,
Hydrix,,artificial intelligence;hardware;deep tech;machine learning;computer vision;connected device;iot internetofthings,http://hydrix.com,breakout stage,2002,51-200,health;engineering and manufacturing equipment,Melbourne,"30-32, Compark Circuit, Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia","Product development company, specializing in complex, regulated and safety-critical projects",https://www.linkedin.com/company/hydrix/,https://ecosystem.innovationvictoria.com/companies/hydrix,2,,operational,,
Hypetap,scaleup,artificial intelligence;commission,http://hypetap.com,early stage,2013,11-50,marketing,Melbourne,"3000 Melbourne, Australia",Connecting brands with the world's strongest network of social media influencers,https://www.linkedin.com/company/hypetap/,https://ecosystem.innovationvictoria.com/companies/hypetap,1,,operational,,
IBuildNew,scaleup,,http://ibuildnew.com.au/,early stage,2014,2-10,real estate,Melbourne,"3000 Melbourne, Australia",A leading Market aggregator dedicated to residential home construction and land development,https://www.linkedin.com/company/ibuildnew/,https://ecosystem.innovationvictoria.com/companies/ibuildnew,1,3090909,acquired,,
iD Collective,scaleup,advertising;saas,https://idcollective.com.au/,early stage,2014,51-200,,Melbourne,"8, Fitzroy Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","Full-service communications agency enhancing brand visibility through strategic PR, social media, and event management",https://www.linkedin.com/company/id-collective-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/id_collective,7,,acquired,,
Infinity Plus Two,,,https://infinityplustwo.net/,early stage,,11-50,gaming,Melbourne,"Park Street, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Infinity Plus Two – Developers of Gems of War,,https://ecosystem.innovationvictoria.com/companies/infinity_plus_two,1,,acquired,,
Influx,scaleup,,http://influx.com,late stage,2013,501-1000,jobs recruitment,Melbourne,"Juno Creative, 36-38, Gipps Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Support as a Service for brands and tech companies,https://www.linkedin.com/company/influx-inc-/,https://ecosystem.innovationvictoria.com/companies/influx,17,6336364,operational,,
InstantScripts,startup,commission;marketplace & ecommerce,http://instantscripts.com.au,early stage,2018,51-200,health,Melbourne,"644, Chapel Street, 3141 Melbourne, Australia",Telehealth prescribing software platform,https://www.linkedin.com/company/instantscripts/,https://ecosystem.innovationvictoria.com/companies/instantscripts,10,15900000,acquired,,
Integra Systems.,,selling own inventory;manufacturing,https://integrasystems.com.au/,early stage,1991,11-50,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Bespoke sheet metal solutions with advanced manufacturing and Industry 4.0 capabilities,https://www.linkedin.com/company/integrasystems-australia/,https://ecosystem.innovationvictoria.com/companies/integra_systems_,1,110000,operational,,
Intellischool,startup,artificial intelligence;commission;saas,https://intellischool.co,early stage,2018,11-50,education,Melbourne,"3126 Melbourne, Australia","Develops smart SaaS solutions for the education sector that focus on automation, efficiency and meaningful data insights",https://www.linkedin.com/company/intellischool/,https://ecosystem.innovationvictoria.com/companies/intellischool,1,3299999,operational,,
International STEAM Education PTY LTD,startup,subscription;saas,https://isteamedu.au/,early stage,2021,2-10,education,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",International STEAM Education is a social enterprise that provides interactive immersion workshops and at home programs,https://www.linkedin.com/company/isteamedu/,https://ecosystem.innovationvictoria.com/companies/international_steam_education_pty_ltd,2,,operational,,
Intraceuticals Pty,,subscription;marketplace & ecommerce,http://intraceuticals.com,breakout stage,2002,51-200,wellness beauty,Melbourne,"3123 Melbourne, Australia",Intraceuticals Official UK Specialists in Oxygen Products and Skincare Intraceuticals Official UK,https://www.linkedin.com/company/intraceuticals/,https://ecosystem.innovationvictoria.com/companies/intraceuticals_pty,2,,operational,,
InvestorHub,startup,commission;subscription;saas,https://www.investorhub.com/,breakout stage,2019,51-200,fintech;enterprise software,Melbourne,"3000 Melbourne, Australia","Retail investor engagement through streamlined investor communications tools, an intelligent investor CRM, and capital raise services",https://www.linkedin.com/company/invhub/,https://ecosystem.innovationvictoria.com/companies/investorhub_1,3,14635453,operational,,
iQ LAB,startup,artificial intelligence;saas,http://iqlab.com.au,early stage,2024,2-10,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered platform for multi-site energy management,https://www.linkedin.com/company/iq-lab-co/,https://ecosystem.innovationvictoria.com/companies/iq_lab,2,,operational,,
iSelect,,marketplace & ecommerce,http://www.iselect.com.au,early stage,2000,201-500,fintech,Melbourne,"294, Bay Road, Cheltenham, Melbourne, City of Bayside, Victoria, 3192, Australia",The most visited health insurance comparison site in Australia,https://www.linkedin.com/company/iselect/,https://ecosystem.innovationvictoria.com/companies/iselect,6,,acquired,,
JET Charge,scaleup,manufacturing,https://jetcharge.com.au,breakout stage,2013,51-200,energy;transportation,Melbourne,"350, Bridge Street, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia",Electric Car Charging Solutions | JET Charge,https://www.linkedin.com/company/jet-charge/,https://ecosystem.innovationvictoria.com/companies/jet_charge,7,118520000,operational,,
Jitzu,startup,commission;saas,http://jitzu.com.au,early stage,2025,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered foreign exchange advisory and risk management,https://www.linkedin.com/company/jitzuau/,https://ecosystem.innovationvictoria.com/companies/jitzu,1,,operational,,
Judo Bank,startup,subscription;commission,https://www.judo.bank/,late stage,2016,501-1000,fintech,Melbourne,"HWT Tower, 40, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","A specialist lender, purpose built to provide  Australia's Small to Medium Enterprise's (SMEs) with the funding and service they need",https://www.linkedin.com/company/judobank/,https://ecosystem.innovationvictoria.com/companies/judo_capital,23,1198727275,operational,,
July,startup,marketplace & ecommerce,http://www.july.com,breakout stage,2019,51-200,travel;fashion,Melbourne,"Robert Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Designs and sells innovative suitcases and travel bags for modern travelers,https://www.linkedin.com/company/july/,https://ecosystem.innovationvictoria.com/companies/july_1,2,11500000,operational,,
Justice Connect,,marketplace & ecommerce,http://justiceconnect.org.au,breakout stage,1992,51-200,legal,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",,https://www.linkedin.com/company/justiceconnect,https://ecosystem.innovationvictoria.com/companies/justice_connect,5,,operational,,
Kailo Medical,scaleup,,http://www.kailomedical.com,early stage,2011,11-50,health;media,Melbourne,"Victoria Road, Camberwell, Melbourne, City of Boroondara, Victoria, 3126, Australia","Kailo Medical is the developer of SonoReview, an industry leading enterprise-grade electronic worksheet and structured reporting solution",https://www.linkedin.com/company/kailo-medical/,https://ecosystem.innovationvictoria.com/companies/kailo_medical,2,,operational,,
Kanopi,startup,big data;commission;saas,https://www.kanopicover.com/,early stage,2019,11-50,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","An intelligent, data-driven insurance platform that helps people and businesses anticipate their insurance needs before they need it",https://www.linkedin.com/company/kanopicover/,https://ecosystem.innovationvictoria.com/companies/kanopi_cover,6,4636364,operational,,
Kapture,startup,commission;manufacturing,http://kapture.earth,early stage,2021,11-50,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Kapture has developed user-friendly, low-cost technology that captures COÂ² emissions from diesel generators before they are emitted into the atmosphere",https://www.linkedin.com/company/kapturecarbon/,https://ecosystem.innovationvictoria.com/companies/kapture_2,2,,operational,,
Karista,startup,subscription;saas;marketplace & ecommerce,http://www.karista.com.au,early stage,2016,11-50,health,Melbourne,"Degani Bakery Cafe, 710, Collins Street, Batman's Hill, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",Karista connects carers and consumers with disability and home care service providers allowing them to make the right choice based on individual needs,https://www.linkedin.com/company/karista-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/karista,2,2913181,operational,,
Keyton,startup,commission,https://keyton.com.au/,late stage,2023,201-500,real estate,Melbourne,"Melbourne (Olympic Park) - Bureau of Meteorology station 086338, CityLink, Melbourne, City of Melbourne, Victoria, Australia",Owner and operator of Australian retirement living communities.,https://www.linkedin.com/company/keyton-retirement-living/,https://ecosystem.innovationvictoria.com/companies/keyton,15,,operational,,
Kick,startup,advertising;saas,https://kick.com/,late stage,2022,1001-5000,gaming;media,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Live-streaming platform hosting all types of entertainment content and broadcasts,https://www.linkedin.com/company/kick-streaming/,https://ecosystem.innovationvictoria.com/companies/kick_4,5,,operational,,
Kikada Lane Dental,startup,commission,http://kikadalane.com.au,early stage,2017,11-50,jobs recruitment,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Community of dental practices across Australia delivering top-tier patient care and career development,https://www.linkedin.com/company/kikada-dental-group/,https://ecosystem.innovationvictoria.com/companies/kikada_lane_dental,2,10000000,operational,,
KingSide,scaleup,artificial intelligence;advertising;saas,http://kingside.com,early stage,2012,11-50,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",White Label Marketing - Kingside.com,https://www.linkedin.com/company/kingside/,https://ecosystem.innovationvictoria.com/companies/kingside,1,,operational,,
Kismet,startup,,https://kismet.healthcare/,breakout stage,2023,51-200,health,Melbourne,"TAC House, 222, Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Reimagining the way people access healthcare,https://www.linkedin.com/company/kismethealthcare/,https://ecosystem.innovationvictoria.com/companies/kismet_2,1,36500000,operational,,
Kite Magnetics,startup,hardware;deep tech;nanotech;selling own inventory;manufacturing,http://kitemagnetics.com,early stage,2021,11-50,transportation;engineering and manufacturing equipment,Melbourne,"Normanby Road, Notting Hill, Melbourne, City of Monash, Victoria, 3168, Australia","Enabling more affordable electric cars, trucks, and drones to travel further and carry more on a single charge",https://www.linkedin.com/company/kite-magnetics/,https://ecosystem.innovationvictoria.com/companies/kite_magnetics,1,7450000,operational,,
Kobble,startup,mobile app;commission;saas,http://kobble.net,early stage,2024,2-10,fintech,Melbourne,"Envato, 121, King Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Comprehensive embedded finance platform offering white-labelled apps, KYC, payments, FX, and transaction solutions for growth",https://www.linkedin.com/company/kobble-au/,https://ecosystem.innovationvictoria.com/companies/kobble_1,1,,operational,,
Kopā,startup,subscription;saas,https://kopamedia.io,early stage,2019,11-50,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Kopa measures and manages your brand safety and suitability across all media devices and ad campaigns across Youtube,https://www.linkedin.com/company/kopā/,https://ecosystem.innovationvictoria.com/companies/kop_,1,,operational,,
KYHA Studios,scaleup,commission;marketplace & ecommerce,http://kyhastudios.com,breakout stage,2011,51-200,fashion,Melbourne,"Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia",Effortless bridal fashion for modern brides with interest-free payment plans and sustainable practices,https://www.linkedin.com/company/one-day-bridal/,https://ecosystem.innovationvictoria.com/companies/kyha_studios,7,,operational,,
Lawyerly,startup,advertising;saas,http://lawyerly.com.au,early stage,2017,2-10,legal,Melbourne,"Cotham Village, Kew, Melbourne, City of Boroondara, Victoria, 3101, Australia","Daily legal news platform delivering critical updates on commercial disputes, class actions, and regulatory developments in Australia",https://www.linkedin.com/company/lawyerly-media/,https://ecosystem.innovationvictoria.com/companies/lawyerly,193,,operational,,
Lenia Health,startup,selling own inventory;saas,https://www.leniahealth.com,early stage,2023,11-50,health,Melbourne,"Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia",Lenia Health specializes in providing medical imaging technology solutions to healthcare facilities,https://www.linkedin.com/company/leniahealth/,https://ecosystem.innovationvictoria.com/companies/lenia_health,2,,operational,,
Lexer,scaleup,commission;subscription;saas,http://www.lexer.io,breakout stage,2010,51-200,marketing;enterprise software,Melbourne,"Inkerman Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",Helps brands and retailers genuinely understand their customers and engage them with the experiences they deserve,https://www.linkedin.com/company/lexer/,https://ecosystem.innovationvictoria.com/companies/lexer_1,2,53509093,operational,,
LinkDM,startup,subscription;saas,http://linkdm.com,early stage,2021,2-10,marketing,Melbourne,"Melbourne, Australia",Instagram automation software for marketing experts,https://www.linkedin.com/company/linkdm/,https://ecosystem.innovationvictoria.com/companies/linkdm,1,,operational,,
Litecard,startup,artificial intelligence;machine learning;connected device;subscription;commission;saas,https://litecard.com.au,early stage,2022,11-50,fintech;marketing,Melbourne,"Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Providing member and ID intelligence, automation and lifecycle management for Public and Private entities",https://www.linkedin.com/company/litecard/,https://ecosystem.innovationvictoria.com/companies/litecard,4,2318183,operational,,
LittlePay,scaleup,commission,http://littlepay.com,breakout stage,2015,51-200,fintech,Melbourne,"3000 Melbourne, Australia",Australian fintech scale-up focused on developing transit payment processing services,https://www.linkedin.com/company/littlepay/,https://ecosystem.innovationvictoria.com/companies/littlepay,3,,operational,,
LiveHire,scaleup,,http://livehire.com,early stage,2007,11-50,health;jobs recruitment,Melbourne,"461, Bourke Street, 3000 Melbourne, Australia",Talent community technology company,https://www.linkedin.com/company/livehire/,https://ecosystem.innovationvictoria.com/companies/livehire,7,5666,acquired,,
Liven,scaleup,commission;subscription;marketplace & ecommerce,https://liven.love/,breakout stage,2015,51-200,fintech;food,Melbourne,"Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Loyalty-based mobile payments accelerating restaurant engagement,https://www.linkedin.com/company/liven/,https://ecosystem.innovationvictoria.com/companies/liven,7,11591819,operational,,
Local: Residential,startup,commission;marketplace & ecommerce,https://localresidential.com.au/,breakout stage,2021,51-200,real estate,Melbourne,"Church Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Build-to-rent business enhancing Australian communities with quality apartments and comprehensive living amenities,https://www.linkedin.com/company/localresidential/,https://ecosystem.innovationvictoria.com/companies/local_residential,2,,operational,,
Locale Civil,startup,saas,https://localecivil.com/,early stage,2022,11-50,enterprise software,Melbourne,"Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia",Collaborative SaaS platform for public works capital programs,https://www.linkedin.com/company/locale-civil/,https://ecosystem.innovationvictoria.com/companies/locale_civil,3,,acquired,,
Low Carbon Materials Hub,startup,artificial intelligence;subscription;saas,http://lcmhub.com,early stage,2024,2-10,real estate;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered digital hub for construction material EPDs,https://www.linkedin.com/company/low-carbon-materials-hub/,https://ecosystem.innovationvictoria.com/companies/low_carbon_materials_hub,3,,operational,,
Lumia Care,startup,commission,http://lumiacare.com.au,breakout stage,2022,51-200,health,Melbourne,"Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia","Empowering independence with reliable, respectful healthcare services across age care, disability, and hospital sectors in Australia",https://www.linkedin.com/company/lumiacare/,https://ecosystem.innovationvictoria.com/companies/lumia_care,47,,operational,,
Luxury Escapes,scaleup,marketplace & ecommerce,http://luxuryescapes.com,late stage,2013,501-1000,travel,Melbourne,"York Street, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Luxury Escapes is a global travel brand on a mission to make extraordinary holidays accessible to all who dream of travel without limits,https://www.linkedin.com/company/luxury-escapes/,https://ecosystem.innovationvictoria.com/companies/luxury_escapes,33,36000001,operational,,
Lyrebird Health,startup,saas,http://lyrebirdhealth.com,breakout stage,2023,51-200,health,Melbourne,"St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","Lyrebird streamlines administrative tasks for clinicians, freeing them to focus on patient care",https://www.linkedin.com/company/lyrebirdhealth/,https://ecosystem.innovationvictoria.com/companies/lyrebird_health,12,12120000,operational,,
Machines4u Pty.Ltd,,commission;marketplace & ecommerce,http://machines4u.com.au,early stage,2005,11-50,home living,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","An independent, multi-award-winning equipment and machinery online marketplace designed by industry specialists for the benefit of Australian manufacturing, mining, construction, and farming businesses",https://www.linkedin.com/company/machines4u/,https://ecosystem.innovationvictoria.com/companies/machines4u_pyt_ltd,5,,operational,,
Made Group,,subscription;manufacturing,http://madegroup.com,early stage,2005,51-200,food,Melbourne,"14 Rodeo Drive, Dandenong South, VIC 3175, AU",Made Group operates as a nutrition drinks company,https://www.linkedin.com/company/made-group/,https://ecosystem.innovationvictoria.com/companies/made_group,5,,acquired,,
MainCode,startup,artificial intelligence;commission,https://maincode.com,early stage,2024,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Australian-made AI models enhancing human cognitive capabilities,https://www.linkedin.com/company/maincodehq/,https://ecosystem.innovationvictoria.com/companies/maincode,3,,operational,,
MapAI,startup,artificial intelligence;subscription;saas,https://mapai.net/,early stage,2024,2-10,transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Geospatial insights through AI-driven chat, enabling swift decision-making without complex processes",https://www.linkedin.com/company/mapaichat/,https://ecosystem.innovationvictoria.com/companies/mapai,1,2009091,operational,,
Mash,startup,advertising,http://thisismash.com,early stage,2018,11-50,media;marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Curating and managing in-house agency teams from a global pool of top independent talent for revolutionary brands,https://www.linkedin.com/company/mashbrands/,https://ecosystem.innovationvictoria.com/companies/mash_,34,2000001,operational,,
MedAdvisor,scaleup,,http://mymedadvisor.com,breakout stage,2013,51-200,health,Melbourne,"971, Burke Road, Camberwell, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia",Software for personal medication management,https://www.linkedin.com/company/medadvisor-solutions-au/,https://ecosystem.innovationvictoria.com/companies/medadvisor,1,,operational,,
MediGroup EBI,,saas,https://medigroupebi.com,early stage,2005,2-10,health;enterprise software,Melbourne,"530, Little Collins Street, 3000 Melbourne, Australia",Medigroup ebi is a medical and surgical device company founded in 2005,https://www.linkedin.com/company/medigroup-australia/,https://ecosystem.innovationvictoria.com/companies/medigroup_ebi,1,,operational,,
Medlo,startup,commission,https://medlo.com.au/,early stage,2023,2-10,health,Melbourne,"Wellington Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Medical recruitment platform offering best rates in Australia with commission sharing and fast payments,https://www.linkedin.com/company/medlo-explore/,https://ecosystem.innovationvictoria.com/companies/medlo_au,6,,operational,,
Mentorloop,scaleup,commission;saas,http://mentorloop.com,early stage,2014,11-50,education;enterprise software,Melbourne,"4 Regent St, Richmond, Victoria 3121, AU",Cloud-based mentoring software platform which enables organisations to match their people into effective mentorships at any scale,https://www.linkedin.com/company/mentorloop/,https://ecosystem.innovationvictoria.com/companies/mentorloop,1,1841817,operational,,
Menumiz,startup,artificial intelligence;saas,https://menumiz.com,early stage,2018,11-50,,Melbourne,"Envato, 121, King Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","End-to-end restaurant management system on cloud, integrating digital menus, self-service orders, and seamless payment processing",https://www.linkedin.com/company/universal-apps-menumiz/,https://ecosystem.innovationvictoria.com/companies/menumiz,11,,operational,,
Mesoblast,,commission;manufacturing,http://mesoblast.com,late stage,2004,51-200,health,Melbourne,"55, Collins Street, 3000 Melbourne, Australia",Developing and commercialising allogeneic cellular medicines to treat serious and life-threatening inflammatory diseases,https://www.linkedin.com/company/mesoblast/,https://ecosystem.innovationvictoria.com/companies/mesoblast,8,71406955,operational,,
Mindflight7,startup,subscription,http://mindflight7.com.au,early stage,2019,11-50,education,Melbourne,"Melbourne, Australia",Mindflight7 offers immersive interactive virtual reality experiences for high school kids,http://www.linkedin.com/company/mindflight7,https://ecosystem.innovationvictoria.com/companies/mindflight7,2,,operational,,
Mindset Health,startup,mobile app;commission;saas,http://mindsethealth.com,breakout stage,2018,11-50,health,Melbourne,"620, Church Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",Helps manage chronic health issues like irritable bowel syndrome and anxiety with app-based hypnotherapy,https://www.linkedin.com/company/mindsethealth/,https://ecosystem.innovationvictoria.com/companies/mindset_health_1_1,2,26515910,operational,,
Mobiledock,scaleup,,http://mobiledock.com,early stage,2010,11-50,real estate;transportation,Melbourne,"Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","MobileDOCK, in its simplest form is Air Traffic Control for the ground",https://www.linkedin.com/company/mobiledock/,https://ecosystem.innovationvictoria.com/companies/mobiledock,1,,operational,,
mod.io,startup,subscription;commission;saas,https://mod.io/,breakout stage,2018,51-200,gaming,Melbourne,"Malvern Road, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia","Cross-platform UGC (mod) management API software and marketplace solution that helps studios grow their game's appeal, revenue and staying power",https://www.linkedin.com/company/modiohq/,https://ecosystem.innovationvictoria.com/companies/mod_io,1,47909092,operational,,
Modscape,scaleup,hardware;manufacturing,http://modscape.com.au,breakout stage,2006,51-200,real estate,Melbourne,"Modscape, 430, Francis Street, Brooklyn, Melbourne, City of Hobsons Bay, Victoria, 3013, Australia","Modscape is an Australian owned and operated company that utilises the benefits of modular design and prefabrication to create architecturally designed, innovative sustainable homes and commercial projects",https://www.linkedin.com/company/modscapemodbotics/,https://ecosystem.innovationvictoria.com/companies/modscape,5,,operational,,
Momentum Energy,,manufacturing,http://momentumenergy.com.au,early stage,2004,201-500,energy,Melbourne,"Melbourne, Australia",Renewable Electricity & Gas Australia | Momentum Energy,https://www.linkedin.com/company/momentum-energy/,https://ecosystem.innovationvictoria.com/companies/momentum_energy,7,4868181,acquired,,
More,scaleup,artificial intelligence;marketplace & ecommerce,http://more.com.au,breakout stage,2013,51-200,telecom,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Internet and connectivity solutions with exclusive CommBank offers and seamless device integration,https://www.linkedin.com/company/moretelecom/,https://ecosystem.innovationvictoria.com/companies/more_11,4,,operational,,
More Good Days,startup,,https://moregooddays.com,early stage,2021,11-50,health,Melbourne,"East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia",Digitally delivered programs using neuroscience and psychology to manage chronic pain,https://www.linkedin.com/company/moregooddays/,https://ecosystem.innovationvictoria.com/companies/more_good_days,1,3520001,operational,,
Moula,scaleup,subscription,https://moula.com.au/,breakout stage,2013,51-200,fintech,Melbourne,"Collins Street, Melbourne, Carlton, Melbourne, City of Melbourne, Victoria, 3000, Australia",Moula is a better way to borrow money to grow your business,https://www.linkedin.com/company/moula/,https://ecosystem.innovationvictoria.com/companies/moula,3,55999999,acquired,,
Mutinex,startup,commission;saas,https://mutinex.co,breakout stage,2017,51-200,marketing;enterprise software,Melbourne,"Coventry Street, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",The Platform World-class marketing investment analytics powered by the gold-standard in econometrics and machine learning,https://www.linkedin.com/company/mutinex/,https://ecosystem.innovationvictoria.com/companies/mutinex,25,34400000,operational,,
My Inspiration Never Dies,startup,,http://myinspirationneverdies.com,early stage,2021,2-10,sports,Melbourne,"29 Brindley St, Dandenong South, Victoria 3175, AU",Inspire | empower | conquer,https://www.linkedin.com/company/my-inspiration-never-dies/,https://ecosystem.innovationvictoria.com/companies/my_inspiration_never_dies,1,,operational,,
MyConnect,scaleup,commission;marketplace & ecommerce,http://myconnect.com.au,breakout stage,2006,51-200,real estate,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Free utility connection service for home movers.,https://www.linkedin.com/company/myconnect-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/myconnect_2,1,,operational,,
MyDNA,scaleup,,http://www.mydna.life,early stage,2007,11-50,health;real estate,Melbourne,"12, River Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","Provider of health care tests designed to decode information in genes to help live better. The company's tests helps to know how the body responds to medicines, diet and exercise, enabling customers to live better and live longer",https://www.linkedin.com/company/mydna/,https://ecosystem.innovationvictoria.com/companies/mydna,2,18999999,operational,,
Myevent,startup,selling own inventory,http://myevent.io,early stage,2019,2-10,event tech,Melbourne,"A'Beckett Street, Melbourne, Victoria 3000, AU",,https://www.linkedin.com/company/myevent-io/,https://ecosystem.innovationvictoria.com/companies/myevent,1,,operational,,
MYOB,,subscription;saas,https://www.myob.com/,late stage,1991,1001-5000,fintech;enterprise software,Melbourne,"Cremorne Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",Online accounting software for any business,https://www.linkedin.com/company/myob,https://ecosystem.innovationvictoria.com/companies/myob,47,,acquired,,
Navia Hub,,mobile app;big data;subscription;saas,http://naviafreight.com,breakout stage,2003,51-200,transportation;enterprise software,Melbourne,"3042 Melbourne, Australia",Navia Hub has been designed to help you determine the real potential of your organisation’s supply chain,https://www.linkedin.com/company/naviafreight/,https://ecosystem.innovationvictoria.com/companies/navia_logistics,2,,operational,,
Nectar Brands,startup,commission,http://nectarbrands.com.au,early stage,2019,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",We are building a future for healthcare that is tech-driven with a patient focus,https://www.linkedin.com/company/nectar-brands-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/nectar_brands,1,,operational,,
Neo Intelligence,scaleup,subscription;saas,https://neoconstruct.ai,early stage,2015,11-50,real estate,Melbourne,"696, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Cloud-centric construction management software enhancing visibility across teams, projects, and productivity",https://www.linkedin.com/company/neo-intelligence-construction-software/,https://ecosystem.innovationvictoria.com/companies/neo_intelligence,1,,operational,,
Netwealth,,,http://www.netwealth.com.au,late stage,1999,501-1000,fintech,Melbourne,"52, Collins Street, 3000 Melbourne, Australia",Netwealth's award-winning platform is currently rated Australiaâ€™s Number 1 Platform for overall functionality and overall satisfaction* providing wealth professionals with the technology required to efficiently manage and add value to their clients,https://www.linkedin.com/company/netwealth-investments-limited/,https://ecosystem.innovationvictoria.com/companies/netwealth_1,33,,operational,,
NetworksX,startup,commission,https://networksx.co,early stage,2021,11-50,legal,Melbourne,"West Melbourne, Melbourne, City of Melbourne, Victoria, 3003, Australia",NetworksX is a modern day research firm headquartered in Australia connecting clients with the human insights and knowledge they require to make decisions,https://www.linkedin.com/company/networksx-au/,https://ecosystem.innovationvictoria.com/companies/networksx,2,610001,operational,,
NeuroInsight,,manufacturing,http://neuro-insight.com,early stage,2005,11-50,health,Melbourne,"Melbourne, Australia",Neuro-Insight is a market research company that uses unique brain-imaging technology to measure how the brain responds to communications.,https://www.linkedin.com/company/neuro-insight/,https://ecosystem.innovationvictoria.com/companies/neuroinsight,1,,operational,,
Neverland Store,scaleup,subscription;marketplace & ecommerce,http://neverlandstore.com.au,breakout stage,2011,51-200,fashion,Melbourne,"104 McEwan Rd, Heidelberg West, Victoria 3081, AU",Australian youth streetwear and fashion apparel retailer.,https://www.linkedin.com/company/neverland-store/,https://ecosystem.innovationvictoria.com/companies/neverland_store,6,,operational,,
Nexifi,startup,big data;subscription;saas,http://nexifi.com.au,early stage,2025,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Integrating Product, CX, AI, and Digital Delivery to enhance business outcomes and customer loyalty",https://www.linkedin.com/company/nexifi-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/nexifi_1,3,,operational,,
